student_id,card_id,name,date,attended,phone
S005,2068183,Tharushi Jayasinghe,2/4/2025,1,18777804236
S001,744920,Sasith Geevinda,2025-11-14,Present,18777804236
S002,2026244,Nimesh Silva,2/5/2025,1,18777804236
S003,1922654,Amaya Perera,2/5/2025,1,18777804236
S004,2027310,Kavinda Fernando,2/5/2025,1,18777804236
S005,2068183,Tharushi Jayasinghe,2/5/2025,1,18777804236
S001,744920,Sasith Geevinda,2025-11-14,Present,18777804236
S002,2026244,Nimesh Silva,2/6/2025,1,18777804236
S003,1922654,Amaya Perera,2/6/2025,1,18777804236
S004,2027310,Kavinda Fernando,2/6/2025,1,18777804236
S005,2068183,Tharushi Jayasinghe,2/6/2025,1,18777804236
S001,744920,Sasith Geevinda,2025-11-14,Present,18777804236
S002,2026244,Nimesh Silva,2/7/2025,1,18777804236
S003,1922654,Amaya Perera,2/7/2025,1,18777804236
S005,2068183,Tharushi Jayasinghe,2/7/2025,1,18777804236
S001,744920,Sasith Geevinda,2025-11-14,Present,18777804236
S002,2026244,Nimesh Silva,2/10/2025,1,18777804236
S003,1922654,Amaya Perera,2/10/2025,1,18777804236
S004,2027310,Kavinda Fernando,2/10/2025,1,18777804236
S005,2068183,Tharushi Jayasinghe,2/10/2025,1,18777804236
S001,744920,Sasith Geevinda,2025-11-14,Present,18777804236
S003,1922654,Amaya Perera,2/11/2025,1,18777804236
S004,2027310,Kavinda Fernando,2/11/2025,1,18777804236
S005,2068183,Tharushi Jayasinghe,2/11/2025,1,18777804236
S001,744920,Sasith Geevinda,2025-11-14,Present,18777804236
S002,2026244,Nimesh Silva,2/12/2025,1,18777804236
S003,1922654,Amaya Perera,2/12/2025,1,18777804236
S004,2027310,Kavinda Fernando,2/12/2025,1,18777804236
S005,2068183,Tharushi Jayasinghe,2/12/2025,1,18777804236
S001,744920,Sasith Geevinda,2025-11-14,Present,18777804236
S002,2026244,Nimesh Silva,2/13/2025,1,18777804236
S003,1922654,Amaya Perera,2/13/2025,1,18777804236
S005,2068183,Tharushi Jayasinghe,2/13/2025,1,18777804236
S002,2026244,Nimesh Silva,11/8/2025,1,18777804236
S001,744920,Sasith Geevinda,2025-11-14,Present,18777804236
S002,2026244,Nimesh Silva,11/9/2025,1,18777804236
S003,1922654,Amaya Perera,11/9/2025,1,18777804236
S004,2027310,Kavinda Fernando,11/9/2025,1,18777804236
S005,2068183,Tharushi Jayasinghe,11/9/2025,1,18777804236
S002,2026244,Nimesh Silva,11/9/2025,Late,18777804236
S001,744920,Sasith Geevinda,2025-11-14,Present,18777804236
S001,744920,Sasith Geevinda,2025-11-14,Present,18777804236
S001,744920,Sasith Geevinda,2025-11-14,Present,18777804236
S001,744920,Sasith Geevinda,2025-11-14,Present,18777804236
S002,2026244,Nimesh Silva,2025-11-14,0,18777804236
S003,1922654,Amaya Perera,2025-11-14,0,18777804236
S004,2027310,Kavinda Fernando,2025-11-14,0,18777804236
S005,2068183,Tharushi Jayasinghe,2025-11-14,0,18777804236
S001,744920,Sasith Geevinda,2025-11-14,Present,18777804236
S001,744920,Sasith Geevinda,2025-11-16,0,18777804236
S002,2026244,Nimesh Silva,2025-11-16,0,18777804236
S003,1922654,Amaya Perera,2025-11-16,0,18777804236
S004,2027310,Kavinda Fernando,2025-11-16,0,18777804236
S005,2068183,Tharushi Jayasinghe,2025-11-16,0,18777804236
